kljuc;naziv
455;Troškovi dugoročnog rezerviranja za restrukturiranje poduzeća (MRS 37, t. 72. i HSFI t. 16.22)
456;Troškovi rezerviranja po štetnim ugovorima (HSFI 16.21.)
457;Troškovi ostalih dugoročnih rezerviranja i troškovi rizika
46;OSTALI TROŠKOVI POSLOVANJA
460;Dnevnice za službena putovanja i putni troškovi
4600;Dnevnice za službena putovanja
4601;Dnevnice za službena putovanja u inozemstvu
4602;Troškovi vlastitog automobila na službenom putu
4603;Troškovi prijevoza na službenom putu
4604;Dnevnice za rad na terenu i pomorski dodatak
4605;Doprinos za zdravstveno osiguranje na službena putovanja u inozemstvo
4606;Troškovi noćenja i prehrane na službenom putu (po računu hotela i dr.)
4607;Ostali troškovi na službenom putu (trošak autoceste, tunela, parkiranja, trajekta i dr.)
4608;Troškovi službenog puta vanjskih suradnika (bruto s porezima i doprinosima)
461;Nadoknade troškova, dodatci i stipendije
4610;Troškovi prijevoza na posao i s posla
4611;Trošak loko-vožnje (nadoknada za uporabu privatnog automobila u poslovne svrhe)
4612;Nadoknade za odvojeni život
4613;Stipendije, nagrade učenicima i studentima
46130;Stipendije i nagrade učenicima i studentima do neoporezivih svota
46131;Stipendije i nagrade učenicima i studentima iznad neoporezivih svota
46132;Stipendije i nagrade športašima
4614;Novčane paušalne naknade za podmirivanje troškova prehrane (do 100,00 eura mj. odnosno 1.200,00 eura god.)
4615;Troškovi prehrane radnika na temelju vjerodostojne dokumentacije (računi, obračuni, evidencije i sl.)
4616;Troškovi smještaja radnika na temelju vjerodostojne dokumentacije (računi, obračuni, evidencije i sl.)
4617;Naknade za troškove redovne skrbi djece radnika na temelju vjerodostojne dokumentacije (ugovor, račun, uplatnica i sl.)
4618;Naknade za podmirivanje troškova ugostiteljskih, turističkih usluga i drugih usluga namijenjenih odmoru radnika (do 400,00 eura godišnje)
4619;Naknade i dodaci iznad neoporezivih svota
462;Otpremnine, darovi, nagrade za radne rezultate, potpore, premije osiguranja i jubilarne nagrade
4620;Otpremnine prilikom odlaska u mirovinu (do 1.500,00 eura) i jubilarne nagrade (prema stažu)
4621;Otpremnine zbog poslovno uvjetovanih otkaza i osobno uvjetovanih otkaza te otpremnine zbog ozljede na radu ili prof. bolesti
4622;Prigodne nagrade (božićnice, uskrsnice i sl. do 700,00 eura godišnje), darovi u naravi (do 133,00 eura godišnje), darovi djeci (do 140,00 eura godišnje)
4623;Nagrade za radne rezultate (do 1.200,00 eura godišnje)
4624;Potpore za novorođenče (do 1.500,00 eura godišnje)
4625;Potpore zbog invalidnosti radnika (do 600,00 eura godišnje), potpore za slučaj smrti radnika (do 1.200,00 eura godišnje), potpore u slučaju smrti užeg člana obitelji (do 600,00 eura godišnje) te potpore kod neprekidnog bolovanja (do 600,00 eura godišnje)
4626;Premije dobrovoljnog mirovinskog osiguranja (do 67,00 eura mjesečno odnosno 804,00 eura godišnje)
4627;Premije dopunskog i dodatnog zdravstvenog osiguranja (do 500,00 eura godišnje)
4628;Ostali darovi. potpore i naknade
46280;Dar za zdravstvene potrebe
46281;Potpora djetetu umrlog radnika
46282;Potpore za elementarne nepogode
46283;Novčane paušalne naknade za podmirivanje troškova radnika za rad od kuće (do 4,00 eura po danu odnosno do 70,00 eura mjesečno)
46284;Ostale potpore
4629;Potpore i pomoći iznad neoporezivih svota
463;Troškovi reprezentacije i promidžbe (interne)
4630;50% troškova reprezentacije u darovima (robi i proizvodima ) s PDV-om
4631;50% troškova vlastitih usluga za reprezentaciju s PDV-om
4632;50% troškova reprezentacije od uporabe vlastitih brodova, automobila, nekretnina i sl. s PDV-om
4633;50% od svih neto-troškova reprezentacije (vlastitih) s PDV-om
4635;Troškovi promidžbe (u katalozima, letcima, nagradne igre)
4636;Uzorci proizvoda dani kupcima radi procjene i nabave (čl. 11. st. 2. Pravilnika o PDV)
4637;Troškovi promidžbe u dobrima (do 22,00 eura pojedinačno → "nije za prodaju" predmeti sa znakom tvrtke kao npr. čaše, pepeljare, olovke, stolnjaci, podmetači, privjesci, prospekti, katalozi, vrećice i sl.) – čl. 11. st. 4. Pravilnika o PDV-u
4638;Darovi male vrijednosti (do 22,00 eura bez PDV-a – čl. 7. st. 4. ZoPDV i čl. 11. st. 3. Pravilnika o PDV) – tromjesečno
464;Premije osiguranja
4640;Troškovi osiguranja dugotrajne materijalne i nematerijalne imovine
4641;Premije osiguranja osoba (opasni poslovi, prenošenje novca, putnici i sl.)
4642;Premije osiguranja prometnih sredstava (uključivo i kasko)
4643;Transportno osiguranje dobara
4644;Premije osiguranja zaliha, nasada, usjeva i sl.
4645;Troškovi premija životnog osiguranja (ugovaratelj i korisnik je trgovačko društvo)
4646;Premije za dokup mirovine zaposlenicima MRS 19 t. 43. i 44.
4647;Premije za ostale oblike osiguranja (novca i dr.)
4649;Ostale premije osiguranja
465;Bankovne usluge i troškovi platnog prometa
4650;Troškovi platnog prometa
4651;Troškovi provizija (pri kupnji deviza, brokeru i dr.)
4652;Bankovne usluge (za inozemni platni promet, tečajnu maržu i sl.)
4653;Troškovi provizija izdavatelja kreditnih kartica
4654;Troškovi obrade kredita
4655;Troškovi akreditiva
4656;Troškovi bankovne garancije
4657;Troškovi iz derivativa
4659;Ostali bankovni troškovi
466;Članarine, nadoknade i slična davanja
4660;Članarine komori (HGK ili HOK) i dopr. za javne ovlasti
4661;Članarine udrugama i strukovnim komorama
4662;Nadoknada za općekorisnu funkciju šuma
4663;Članarina turističkoj zajednici
4664;Nadoknada za korištenje mineralnih sirovina
4665;Pričuva za održavanje zgrade (Zakon o vlasništvu… – Nar. nov., br. 91/96. do 94/17.)
4666;Dozvole za korištenje autocesta, atesta, certifikata i sl.
4667;Naknade za koncesije i sl. prava
4668;Spomenička renta
4669;Ostala davanja
467;Porezi koji ne ovise o dobitku i pristojbe
4670;Porez (imovinski) na cestovna vozila, plovila i zrakoplove
4671;Naknade Fondu za zaštitu okoliša i energetsku učinkovitost za ambalažu (prema materijalu, po jed. proizv., povratna ambalaža)
4672;Porez na nekretnine
4673;Trošak poreza koji je ugovorno preuzet pri prodaji (npr. 3% p.p.n.)
4674;Trošak PDV-a koji se ne može priznati
4675;Porez po odbitku
4676;Troškovi naknadno utvrđenih poreza (npr. PDV, posebni i dr. porezi, porezi po usklađenju, osim poreza na dobitak)
4677;Ostali porezi i pristojbe
468;Troškovi prava korištenja (osim najmova) i troškovi članova uprave
4680;Troškovi koncesije
4681;Troškovi franšiza, know-howa, patenata, uporabe imena, znaka, prava na proizv. postupak, formulu, nacrt i dr.
4682;Trošak HRT pretplate
4683;Troškovi prava uporabe računalnih programa i troškovi autorskih (izdavačkih) prava
4684;Ostali troškovi prava korištenja
4685;Nadoknade članovima nadzornog odbora
4686;Nadoknade vanjskim članovima uprave
4687;Nadoknade stečajnim upraviteljima
4688;Nadoknade prokuristima, članovima skupštine društva i dr.
4689;Ostale nadoknade članovima uprave
469;Ostali troškovi poslovanja – nematerijalni
4690;Troškovi obrazovanja i izobrazbe zaposlenika (stručno obrazovanje, seminari, simpoziji, stručni ispiti, stručno usavršavanje, prekvalifikacije, stručni i specijalistički studij, doktorati, učenje jezika i sl.)
46900;Opće obrazovanje
46901;Posebno obrazovanje
4691;Troškovi za priručnike, časopise i stručnu literaturu
4692;Troškovi službenih glasila
4693;Sudski troškovi i pristojbe (biljezi i sl.)
4694;Troškovi zdravstvenog nadzora i kontrola proizvoda, robe, usluge i sl.
4695;Troškovi obveznih liječničkih pregleda i troškovi cijepljenja
4696;Troškovi sistematskih kontrolnih liječničkih pregleda zaposlenika
4697;Troškovi osnivanja (bilježnik, sud, odvjetnik i sl.)
4698;Troškovi ZAMP-a, opomena i dr.
4699;Ostali nespomenuti nematerijalni troškovi (ulaznice za sajmove i dr.)
47;FINANCIJSKI RASHODI
470;Kamate s poduzetnicima unutar grupe
4700;Ugovorene kamate unutar grupe
4701;Zatezne kamate unutar grupe
4702;Kamate – porezno nepriznate unutar grupe
4703;Kamate koje se uračunavaju u zalihe unutar grupe (MRS 23, t.11. i HSFI 10, t. 10.22.)
471;Tečajne razlike i drugi rashodi s poduzetnicima unutar grupe
4710;Tečajne razlike iz odnosa s poduzetnicima unutar grupe
4711;Rashodi financiranja, troškovi popusta i naknadnih odobrenja s poduzetnicima unutar grupe
4712;Rashodi od valutne klauzule s poduzetnicima unutar grupe
472;Ostali troškovi s poduzetnicima unutar grupe
4720;Troškovi popusta i naknadnih odobrenja s poduzetnicima unutar grupe
4721;Ostali troškovi s poduzetnicima unutar grupe
473;Kamate iz odnosa s nepovezanim poduzetnicima
4730;Kamate na kredite banaka
4731;Kamate iz lizinških poslova
4732;Kamate na zajmove pravnih osoba
4733;Kamata na pozajmice članova društva i dioničara
4734;Kamate na zajmove od fizičkih osoba
4735;Diskontne kamate po mjenicama i dr. vrijednosnim papirima
474;Zatezne kamate
4740;Zatezne kamate iz trgovačkih ugovora
4741;Zatezne kamate na poreze, doprinose i dr. davanja
4742;Zatezne kamate između povezanih osoba (por. neprizn.)
4743;Zatezne kamate po sudskim presudama
4744;Ostale zatezne kamate
475;Tečajne razlike iz odnosa s nepovezanim poduzetnicima
4750;Negativne tečajne razlike iz obveza za nabave u inozemstvu
4751;Negativne tečajne razlike iz kreditnih obveza
4752;Negativne tečajne razlike iz potraživanja u inozemstvu
4753;Negativne tečajne razlike za ostalo (npr. iz blagajničkog poslovanja, razlika između kupovnog i srednjeg tečaja banke i dr.)
4754;Negativne tečajne razlike nastale na stanjima deviznog računa i devizne blagajne
476;Gubitci iz ulaganja u dionice, udjele, obveznice i dr. vrijednosne papire (koji su prodani ispod troška nabave – čl. 10. ZoPD)
477;Troškovi diskonta, nagodbi i nadoknada
4770;Troškovi diskonta pri prodaji potraživanja (faktoring)
4771;Troškovi iz financijskih nagodbi
4772;Nadoknada ortaku za udio u prihodu (dobitku)
4773;Ostali troškovi
478;Nerealizirani gubitci (rashodi) od financ. imovine
4780;Nerealizirani gubitci (rashodi) od financijske imovine
4781;Troškovi smanjenja fin. imovine zbog ugovora o poteškoćama
4782;Vrijednosna usklađenja financijske imovine
4783;Nerealizirane tečajne razlike
479;Ostali financijski troškovi
4790;Rashodi s osnove valutne klauzule po obvezama i kreditima
4791;Rashodi s osnove usklađenja obveza temeljem valutne i sl. klauzule (prema dobavljačima, za predujmove i sl.)
4792;Troškovi valutne klauzule iz tražbina ili obveza
4793;Troškovi burzovnih usluga, emisije vrijednosnih papira i sl.
4794;Troškovi carine inozemnog financijskog i operativnog lizinga
4795;Trošak zbog neplaćanja duga (40,00 eura – čl. 13. ZoFPiPN)
4796;Trošak članarine za kreditne i sl. kartice
4797;Troškovi ovršnog postupka
4799;Ostali nespomenuti financijski troškovi
48;OSTALI POSLOVNI RASHODI
480;Trošak naknadnih popusta, sniženja, reklamacija i troškovi uzoraka
4800;Naknadno odobreni popusti i odobrenja
4801;Troškovi nagodbe (razlike iz sniženja)
4802;Troškovi nenadoknađenih jamstava za prodana dobra
4803;Troškovi naknadnih reklamacija
4804;Troškovi uzoraka zbog kontrole i pregleda, izlaganje radi prodaje i sl.
481;Otpisi vrijednosno neusklađenih potraživanja
4810;Otpisi nenaplaćenih jamstava i drugih osiguranja
4811;Izravni otpisi nenaplaćenih potraživanja od kupaca i drugih koja nisu vrijednosno usklađena
48110;Porezno priznat otpis
48111;Porezno nepriznat otpis
4812;Troškovi ostalih otpisa
4813;Troškovi otpisa dugova fizičkim osobama prema Zakonu o otpisu dugova fizičkim osobama (Nar. nov., br. 62/18.)
482;Rashodi – otpisi nematerijalne i materijalne imovine
4820;Neamortizirana vrijednost rashodovane, uništene ili otuđene dugotrajne imovine
4821;Otpisi imovine izvan uporabe – rashod
4822;Gubitak od prodane dug. imov. koja se ne amortizira
4823;Gubitak od prodaje ost. dug. mat. i nemat. imovine
4824;Otpisi materijala i robe – rashod
483;Manjkovi i provalne krađe na zalihama i drugim sredstvima
4830;Manjkovi uslijed više sile (provalna krađa, elementarna nepogoda)
4831;Dopušteni manjkovi – kalo, rastep, kvar i lom na zalihama prema odlukama HGK, HOK ili internim aktima
4832;Prekomjerni manjkovi na zalihama (kalo, rastep, kvar i lom) iznad normativa + PDV, prema odlukama HGK, HOK ili interno – skrivene isplate (čl. 7. st. 5. ZoPD-a)
4833;Manjkovi novca i vrijednosnih papira
4834;Manjkovi na teret odgovorne osobe
4835;Manjkovi dugotrajne imovine
4839;Ostali manjkovi iz imovine
484;Kazne, penali, nadoknade šteta i troškovi iz ugovora
4840;Troškovi kazni za prijestupe i prekršaje i sl. (čl. 7. st. 1. t. 7. ZoPD-a)
4841;Troškovi prisilne naplate poreza i dr. davanja (čl. 7. st. 1. t. 6. ZoPD-a)
4842;Penali, ležarine, dangubnine
4843;Nadoknade šteta iz radnog odnosa (npr. za neiskorišteni godišnji odmor, zbog ozljede na radu, odštetne rente i sl.)
4844;Nadoknade štete – troškovi po nagodbama i sudskim presudama – tužbama
4845;Ugovorene i zakonske kazne i penali zbog neizvršenja, propusta i sl.
4846;Troškovi preuzetih obveza iz ugovora
4847;Kazne za parkiranje
4848;Naknade (kazne) zbog nezapošljavanja osoba s invaliditetom
4849;Ostali izdatci za štete
485;Naknadno utvrđeni troškovi poslovanja
4850;Naknadno utvrđeni troškovi – računi iz prethodnih godina
4851;Troškovi naknadnih razlika iz nabava
4852;Ispravak pogrešaka prethodnih razdoblja
486;Darovanje do 2 % od ukupnog prihoda
4860;Darovanje za općekorisne namjene (darovi u novcu ili naravi do 2 % od ukupnog prihoda prethodne ili tekuće godine za kulturu, znanost, odgoj i obrazovanje, zdravstvo, humanitarne, športske, vjerske, ekološke i dr. svrhe – npr. samostalnim umjetnicima, domaćim udrugama i dr. osobama – čl. 7. st. 7. ZoPD-a)
4861;Darovanje za zdravstvene potrebe (darovanje vanjskih osoba do 2 % od UP prethodne ili tekuće godine za operativne zahvate, liječenja, nabavu lijekova, ortopedskih pomagala i dr. što nije pokriveno osiguranjem – čl. 7. st. 8. ZoPD-a)
4862;Darovanja iznad 2% za svrhe utvrđene strateškim projektima prema posebnim propisima ili strategiji nadležnih ministarstva
487;Darovanja iznad 2 % od UP i dr. darovanja
4870;Porezno nepriznata darovanja iznad 2% UP (za svrhe iznad dopuštenih s računa 486) i darovanja inozemnih udruga, ustanova i sl. (čl. 7. st. 1. t. 10. ZoPD-a)
4871;Darovi (milodari), potpore i dotacije bez protučinidbe primatelja, te dr. izdatci koji nisu u svezi s ostvarivanjem dobitka (+PDV, osim na novac – čl. 7. st. 1. t. 13. ZoPD-a)
4872;Darovanje političkih stranaka i nezavisnih kandidata
488;Troškovi iz drugih aktivnosti (izvan osnovne djelatnosti)
4880;Troškovi iz ortačkog ugovora
4881;Troškovi iz posredovanja
489;Ostali troškovi – rashodi
4890;Rashodi utvrđeni u postupku nadzora (čl. 7. st. 1. t. 11. ZoPD-a) kao: – skrivene isplate dobitka – izuzimanje dioničara članova društva i fizičkih osoba (obrtnika) i s njima povez. osobama
4891;Troškovi koji nisu izravno u svezi s ostvarivanjem dobitka (čl. 7. st. 1. t. 13. ZoPD-a – red. br. 24 PD, npr. amortiz. imov. koja ne služi obavljanju djelatnosti, dodjela vlastitih dionica – udjela i dr.) – porezno nepriznati
4892;Troškovi povlastica i dr. oblici imovinskih koristi (čl. 7. st.1. t.9. ZoPD-a) – porezno nepriznati
4893;Izuzimanja dioničara i članova društva na koja se obračunava 36% poreza na dohodak – porezno priznata
4894;Troškovi nastali zbog preračunavanja i zaokruživanja (uvođenje eura)
4899;Ostali nespomenuti poslovni rashodi
49;RASPORED TROŠKOVA
490;Raspored troškova za obračun proizvoda i usluga (prema HSFI 10 i MRS-u 2 i MRS-u 11) – uskladištivi troškovi (na račune 60, 62 i 63)
491;Raspored troškova za pokriće upravnih, administrativnih, prodajnih i drugih troškova (na račune 70, 71 i 720)
5;MJESTA I NOSITELJI TROŠKOVA – U PROIZVODNO-USLUŽNIM DJELATNOSTIMA
50;GLAVNA MJESTA U PROIZVODNJI
500;Pogon I
5001;Izravni troškovi materijala (u računovodstvu troškovima razrada po radnim nalozima ili po procesima u proizvodnji)
5002;Izravni troškovi rada
5003;Opći fiksni troškovi proizvodnje (Razrada: amortizacija, održavanje, poslovodstvo pogona, drugi fiksni troškovi pogona)
5004;Opći varijabilni troškovi proizvodnje (Razrada: neizravni troškovi materijala u proizvodnji, energija utrošena u proizvodnju, neizravni troškovi plaća u proizvodnji, drugi varijabilni troškovi pogona)
501;Pogon II
502;Pogon III...
505;Izravni troškovi proizvoda (usluge) – radni nalog
51;ODRŽAVANJE
510;Radionica "A"
5100;Izravni troškovi materijala i pričuvnih dijelova (po radnom nalogu, jedinici usluge i slično)
5101;Izravni troškovi rada
5102;Opći fiksni troškovi radionice
5103;Opći varijabilni troškovi radionice
5104;Drugi opći troškovi radionice
511;Radionica "B" (Izrada kao i kod radionice "A")
512;Itd.
52;TRANSPORT
520;Jedinica za prijevoz
5200;Izravni troškovi pogonskog goriva (razrada po vozilu)
5201;Izravni troškovi materijala (razrada po vozilu)
5202;Izravni troškovi plaća (razrada po vozilu)
5203;Opći fiksni troškovi jedinice za osobni prijevoz
5204;Opći varijabilni troškovi jedinice za osobni prijevoz
521;Jedinica teretni prijevoz
5210;Izravni troškovi pogonskog goriva (razrada po vozilu)
5211;Izravni troškovi materijala (razrada po vozilu)
5212;Izravni troškovi plaća (razrada po vozilu)
5213;Opći fiksni troškovi jedinice teretni prijevoz
5214;Opći varijabilni troškovi jedinice teretni prijevoz
522;Druge jedinice prijevoza (Razrada analogno za prethodne jedinice.)
53;TROŠKOVI UPRAVE I ADMINISTRACIJE
530;Materijal u troškovima uprave i administracije
531;Plaće, troškovi uprave i administracije
532;Amortizacija u troškovima prodaje
535;Drugi troškovi uprave i administracije (razrada prema potrebama društva, na primjer: dnevnice, bankovni troškovi, osiguranje, reprezentacija itd.)
54;TROŠKOVI PRODAJE
540;Materijal u troškovima prodaje
541;Plaće u troškovima prodaje
542;Amortizacija u troškovima prodaje
543;Zakupnine prodajnih prostora
545;Drugi troškovi prodaje (razrada npr. troškovi opreme prodanih proizvoda, troškovi fakturiranja, troškovi propagande i slično)
5;MJESTA I NOSITELJI TROŠKOVA – U DJELATNOSTI TRGOVINE
50;TROŠKOVI UPRAVE I ADMINISTRACIJA
500;Materijal u troškovima uprave i administracije
501;Plaće u troškovima uprave i prodaje
502;Amortizacija u troškovima uprave i administracije
505;Drugi troškovi uprave i prodaje (razrada npr. dnevnica, osiguranje, bankovni troškovi, reprezentacija itd.)
51;TROŠKOVI PRODAJE
510;Materijal u troškovima prodaje
511;Plaće u troškovima prodaje
512;Amortizacija u troškovima prodaje
513;Zakupnine u troškovima prodaje
515;Drugi troškovi prodaje (razrada npr. otpreme pošiljaka, fakturiranje, propaganda, naplata ambalaža, omotni papir, troškovi izvoza, troškovi posredništva itd.)
59;RASPORED TROŠKOVA
590;Raspored troškova na zalihe proizvodnje i usluga
591;Raspored troškova u rashode na teret prihoda
5910;Raspored troškova uprave i administracije
5911;Raspored troškova uprave
6;PROIZVODNJA, BIOLOŠKA IMOVINA, GOTOVI PROIZVODI, ROBA I DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI
60;PROIZVODNJA – TROŠKOVI KONVERZIJE
600;Proizvodnja u tijeku (razrada po serijama, nositeljima troškova, mjestima, pogonima, radnim nalozima i sl.)
601;Gradnja u tijeku (analitika po objektima)
602;Vrijednost usluga (u tijeku ili nedovršenih na datum bilance – MRS 2, t. 16.)
603;Vanjska proizvodnja (kooperacija i dr.)
604;Proizvodnja u inozemstvu (dorada)
605;Proizvodnja u doradi i manipulaciji
606;Obustavljena proizvodnja
607;Proizvodnja u tijeku iz ortačkog ugovora
609;Vrijednosno usklađivanje proizvodnje – usluga
61;NEDOVRŠENI PROIZVODI I POLUPROIZVODI
610;Zalihe poluproizvoda (analitika prema osnovnim skupinama ili po stupnju dovršenosti)
611;Nedovršeni proizvodi i poluproizvodi (analitika po vrstama proizvoda)
619;Vrijednosno usklađivanje nedovršenih proizvoda i poluproizvoda
62;BIOLOŠKA IMOVINA
620;Zalihe biološke proizvodnje u toku
6200;Poljoprivredna biljna proizvodnja
6201;Uzgoj (tov) životinja
621;Zaliha biološke imovine za prodaju
629;Vrijednosno usklađivanje biološke imovine
63;ZALIHE GOTOVIH PROIZVODA
630;Gotovi proizvodi na skladištu (razrada za svako skladište a unutar toga po skupinama, tipovima, vrstama i sl. te poljoprivredni gotovi proizvodi)
631;Gotovi proizvodi u javnom skladištu, silosu i dr.
632;Gotovi proizvodi dani u komisijsku prodaju
633;Gotovi proizvodi dani u konsignacijsku prodaju
634;Gotovi proizvodi u doradi, obradi i manipulaciji
635;Gotovi proizvodi na putu
636;Zalihe nekurentnih proizvoda i otpadaka
637;Gotovi proizvodi u izložbenim prostorima
638;Gotovi proizvodi iz ortaštava
639;Vrijednosno usklađivanje zaliha gotovih proizvoda
64;GOTOVI PROIZVODI U VLASTITIM PRODAVAONICAMA
640;Gotovi proizvodi u prodaji u vlastitim prodavaonicama (analitika po prodavaonicama)
641;Uračunani PDV u vrijednosti proizvoda
648;Uračunana marža u prodajnoj cijeni gotovih proizvoda
649;Vrijednosno usklađivanje gotovih proizvoda u prodavaonicama
65;OBRAČUN TROŠKOVA NABAVE ROBE – TROŠKOVI KUPNJE
650;Kupovna cijena robe od dobavljača
651;Ostali troškovi nabave u svezi s dovođenjem robe na zalihu
6510;Troškovi transporta
6511;Troškovi ukrcaja i iskrcaja (fakturirani)
6512;Transportno osiguranje
6513;Troškovi posebnog pakiranja – ambalaže
6514;Troškovi vlastitog transporta (ne više od tarife javnog prijevoza) dovođenja robe na prodajnu lokaciju
6515;Troškovi oblikovanja za posebne kupce
6516;Troškovi čuvanja i rukovanja (u fazi nabave)
6517;Špediterski i bankarski troškovi
6518;Nadoknada uvozniku za uslugu uvoza
6519;Ostali troškovi kupnje (pregledi, atesti i dr. troškovi u svezi s dovođenjem robe na zalihu – HSFI 10 i MRS 2)
652;Carina i druge uvozne pristojbe za robu
653;Posebni porezi i trošarine (analitika)
659;Obračun nabave – trošak kupnje
66;ROBA
660;Roba u skladištu
6600;Roba u vlastitom veleprodajnom skladištu (analitika po skladištima)
6601;Zaliha otpadaka od robe
661;Roba u tuđem skladištu i izlozima
6610;Roba u tuđem skladištu
6611;Roba u tuđim silosima, hladnjačama i sl.
6612;Roba u izložbenim prostorima
662;Roba dana u komisijsku ili konsignacijsku prodaju
663;Roba u prodavaonicama
6630;Roba u prodavaonici (po prodajnoj cijeni − analitika po prodavaonicama), ili
66300;Roba u prodavaonici A s PDV-om 25%
66301;Roba u prodavaonici A s PDV-om 13%
66302;Roba u prodavaonici A s PDV-om 5%, itd.
664;Uračunani porezi u robi
6640;Uračunani PDV (analitika po prodajnim mjestima i poreznim stopama)
665;Roba u poreznom skladištu ili u slobodnoj zoni
6650;Roba u poreznom skladištu
6651;Roba u slobodnoj zoni
666;Roba u doradi, obradi i manipulaciji
6660;Vrijednost robe u doradi
6661;Troškovi u svezi s doradom
667;Roba na putu
668;Uračunana razlika u cijeni robe
6680;Razlika u cijeni robe na skladištu (analitički po skupinama robe s istom maržom)
6681;Uračunana marža robe u prodavaonici
669;Vrijednosno usklađivanje zaliha robe
6690;Vrijednosno usklađenje zbog pada cijena, smanjenja uporabljivosti i sl.
6691;Prepravljene cijene robe zbog monetarnih oscilacija
67;PREDUJMOVI ZA NABAVU ROBE
670;Dani predujmovi za nabavu robe
671;Dani predujmovi uvozniku za nabavu robe
672;Dani predujmovi za robu povezanom društvu
673;Dani predujmovi za nabavu bioloških proizvoda
679;Vrijednosno usklađenje danih predujmova za robu
68;NEKRETNINE I UMJETNINE ZA TRGOVANJE
680;Nabavna vrijednost nekretnina za preprodaju (s porezom na promet)
681;Troškovi dodatnog uređenja – dorade
682;Umjetnine u prodaji
683;Nekretnine za prodaju (uređene)
684;Oldtimeri za trgovanje
685;Uračunani PDV u umjetninama i oldtimerima
687;Predujmovi za kupnju nekretnina i sl. radi daljnje prodaje
688;Uračunana razlika u cijeni nekretnina i umjetnina za daljnju prodaju
689;Vrijednosno usklađivanje nekretnina i umjetnina i sl. u prometu i predujmova
69;DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI
690;Nematerijalna imovina namijenjena prodaji
691;Materijalna imovina namijenjena za prodaju
6910;Skupina imovine za prodaju (npr. pogon, poslov. jedinica i sl. )
6911;Dugotrajna mat. imovina namijenjena prodaji
699;Vrijednosno usklađenje dugotrajne imovine namijenjena prodaji
7;POKRIĆE RASHODA I PRIHODI RAZDOBLJA
70;TROŠKOVI PRODANIH ZALIHA PROIZVODA I USLUGA
700;Trošak zaliha prodanih proizvoda (60, 62, 63 i 64)
701;Troškovi realiziranih usluga (490 i 601)
702;Troškovi neiskorištenog kapaciteta (HSFI t. 10.20. i MRS 2 t. 13)
703;Troškovi materijala i otpadaka (31, 32, 35 i 36)
7030;Troškovi nabavne vrijednosti prodanih materijala, dijelova, inventara i otpadaka
7031;Troškovi manjkova materijala, dijelova i inventara kojom se tereti odgovorna osoba
7032;Troškovi od interno uporabljenog materijala, dijelova i inventara
704;Rashodi zaliha proizvodnje (HSFI 10 i MRS 2)
7040;Dopušteni manjkovi – tehnološki kalo, rastep, kvar i lom i škart u proizvodnji (sa skupina 60, 62, 63 i 64) – porezno priznati
7041;Prekomjerni manjkovi – tehnološki kalo, rastep, kvar, lom i škart u proizvodnji (60, 62, 63 i 64 – HSFI t. 10.21. i MRS 2, t. 14.) a porezno dopušteni po očevidu i sl. – porezno priznati
7042;Prekomjerni manjkovi proizvoda s PDV-om (HSFI t. 10.2. i MRS 2, t. 16.) – porezno nepriznati
7043;Razlika višeg troška proizvodnje od neto-vrijednosti koja se može realizirati (HSFI t. 10.35. i MRS 2, t. 28. do 33.)
7044;Troškovi isporučenih proizvoda u jamstvenom roku (zamjena)
7045;Otpis proizvodnje u tijeku
7046;Manjak gotovih proizvoda na teret odgovorne osobe
705;Greškom neiskazani rashodi proteklih razdoblja
706;Gubitci iz ugovora o izgradnji (MRS 11, t. 36.)
707;Troškovi iz ugovora o ortaštvu
708;Troškovi iz zajedničkog poslovanja (HSFI 2.41)
709;Troškovi vrijednosnog usklađenja proizvodnje u tijeku (609), poluproizvoda (629) i zaliha gotovih proizvoda (639 i 649)
71;TROŠKOVI PRODANE ROBE
710;Nabavna vrijednost prodane robe
7100;Nabavna vrijednost prodane robe u tuzemstvu
7101;Nabavna vrijednost prodane robe u EU
7102;Nabavna vrijednost prodane robe u trostranom poslu u EU
7103;Nabavna vrijednost prodane robe u inozemstvo (treće zemlje)
7104;Nabavna vrijednost prodane robe u tranzitu (domaćem)
7105;Nabavna vrijednost prodane robe u poslov. jed.
711;Nabavna vrijednost prodanih nekretnina i umjetnina
712;Troškovi dugotr. imov. namijenjeni prodaji (neto)
713;Troškovi kala, rastepa, kvara i loma na robi i otpisi robe
7130;Kalo, rastep, kvar i lom u dopuštenoj visini prema Pravilniku HGK – porezno priznati
7131;Manjkovi uslijed više sile (provalne krađe, poplava, požar, potres i sl.) – porezno priznati
7132;Manjkovi i otpisi trgovačke robe po očevidu PU i sl. – porezno priznati
7133;Prekomjerni kalo, rastep, kvar i lom + PDV – porezno nepriznati
7134;Manjak robe na teret odgovorne osobe
7135;Trošak otpisa robe
714;Troškovi zamjene robe u jamstvenom roku
715;Pogreškom neiskazani rashodi prodane robe u proteklim razdobljima u trgovini
718;Troškovi vrijednosnog usklađenja trgovačke robe i predujmova (669, 679, 689)
719;Troškovi vrijednosnog usklađenja dugotrajne imovine namijenjene prodaji (699)
72;TROŠKOVI UPRAVE, ADMINISTRACIJE I OSTALI RASHODI
720;Troškovi uprave, prodaje, administracije (491)
